"strName","strCAS","Source","Type","numValue","strHyperlink","strDateAssessed","strReference","POD.type","numPOD","numBMD","BMR.Type","strCriticalEffect","numUF","numUFa","numUFh","numUFs","numUFl","numUFd","numUFother","Species","Strain","numBW","Route","Organ","Effect","tblEffect_strSex","DR.Type","strEffectPOD","intAnimalsControl","intAnimalsAffectedControl","numMeanResponseControl","numSDResponseControl","CV.Type","RfDEndpoint","UFEndpoint"
"Sulfentrazone",122836355,"OPP","Chronic RfD (mg/kg/day)",0.1,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,122836-35-5","12/22/2010","MRID  42932104 Freeman, C. (1993) F6285 Technical: Teratology Study In Rats (Oral): Lab Project Number: A91-3410: 106-009. Unpublished Study Prepared By Fmc Corp., Toxicology Lab.; Argus Research Labs., Inc. 376 P","NOEL",10,NA,NA,"decreased mean fetal weights and retardation in skeletal development",100,10,10,1,1,1,NA,"Rat","Sprague-Dawley",NA,"Oral gavage","systemic","body weight","Both","","body weight",NA,NA,NA,NA,"",0.1,100
"Sulfometuron Methyl",74222972,"OPP","Chronic RfD (mg/kg/day)",0.275,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,74222-97-2","9/2008","MRID 0129051: Wood, C.; O’Neal, F. (1983) One-year Feeding Study in Dogs with Benzoic Acid, 2-(((((4,6-dimethyl-2-pyrimidinyl)-amin0)carbonyl) amino)sulfonyl)-Methyl Ester INT-5648: Haskell Laboratory Report No. 482-82. E.I du Pont de Nemours & Co., Inc., Wilmington, DE; CDL:250590-A, Unpublished.","NOAEL",27.5,NA,NA,"decreases in body weight in males, hemolytic anemia and a slight increase in alkaline phosphatase in males and females",100,10,10,1,1,1,NA,"Dog","",NA,"Oral diet","blood","clinical chemistry","Both","","slight increase in alkaline phosphatase in males and females",NA,NA,NA,NA,"",0.275,100
"Sulfometuron Methyl",74222972,"OPP","Chronic RfD (mg/kg/day)",0.275,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,74222-97-2","9/2008","MRID 0129051: Wood, C.; O’Neal, F. (1983) One-year Feeding Study in Dogs with Benzoic Acid, 2-(((((4,6-dimethyl-2-pyrimidinyl)-amin0)carbonyl) amino)sulfonyl)-Methyl Ester INT-5648: Haskell Laboratory Report No. 482-82. E.I du Pont de Nemours & Co., Inc., Wilmington, DE; CDL:250590-A, Unpublished.","NOAEL",27.5,NA,NA,"decreases in body weight in males, hemolytic anemia and a slight increase in alkaline phosphatase in males and females",100,10,10,1,1,1,NA,"Dog","",NA,"Oral diet","blood","hematology","Both","","hemolytic anemia ",NA,NA,NA,NA,"",0.275,100
"Sulfometuron Methyl",74222972,"OPP","Chronic RfD (mg/kg/day)",0.275,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,74222-97-2","9/2008","MRID 0129051: Wood, C.; O’Neal, F. (1983) One-year Feeding Study in Dogs with Benzoic Acid, 2-(((((4,6-dimethyl-2-pyrimidinyl)-amin0)carbonyl) amino)sulfonyl)-Methyl Ester INT-5648: Haskell Laboratory Report No. 482-82. E.I du Pont de Nemours & Co., Inc., Wilmington, DE; CDL:250590-A, Unpublished.","NOAEL",27.5,NA,NA,"decreases in body weight in males, hemolytic anemia and a slight increase in alkaline phosphatase in males and females",100,10,10,1,1,1,NA,"Dog","",NA,"Oral diet","systemic","body weight","M","","decreases in body weight in males",NA,NA,NA,NA,"",0.275,100
"Sulfonylbis(4-chlorobenzene), 1,1'-   ",80079,"PPRTV","RfD (mg/kg/day)",8e-04,"http://hhpprtv.ornl.gov/issue_papers/Sulfonylbis4chlorobenzene11.pdf","2009","Chhabra, R.S., R.A. Herbert, J.R. Buchner et al. 2001. Toxicology and carcinogenesis studies of p,p’-dichlorodiphenyl sulfone in rats and mice. Toxicol. Sci. 60:28–37.



NTP (National Toxicology Program). 2001. NTP Technical Report on the Toxicology and Carcinogenesis Studies of p,p’-Dichlorodiphenyl Sulfone (CAS No. 80-07-9) in F344/N Rats and B6C3F1 Mice (Feed Studies). National Toxicology Program, Research Triangle Park, NC. September 2001. NTP TR501.","BMDL",0.79,1.17,"10% ER","bile duct hyperplasia",1000,10,10,1,1,10,NA,"Rat","Fischer 344",NA,"Oral diet","liver","nonneoplastic histopathology","F","Dichotomous","bile duct hyperplasia",50,5,NA,NA,"",0.008,100
"Sulfosate",81591813,"OPP","Chronic RfD (mg/kg/day)",0.25,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,81591-81-3","","No reference cited.","NOAEL",25,NA,NA,"Salivation, emesis, hydrocephalus",100,10,10,1,1,1,NA,"Dog","",NA,"Oral - other","systemic","clinical signs","Both","","Salivation, emesis",NA,NA,NA,NA,"",0.25,100
"Sulfosate",81591813,"OPP","Chronic RfD (mg/kg/day)",0.25,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,81591-81-3","","No reference cited.","NOAEL",25,NA,NA,"Salivation, emesis, hydrocephalus",100,10,10,1,1,1,NA,"Dog","",NA,"Oral - other","systemic","gross pathology","Both","","hydrocephalus",NA,NA,NA,NA,"",0.25,100
"Sulfosulfuron",141776321,"OPP","Chronic RfD (mg/kg/day)",0.24,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,141776-32-1","6/7/2007","No reference cited.","NOAEL",24,NA,NA,"urinary tract pathology, abnormal crystals and urinaly calculi (both sexes), mineralization in heart, lungs, pancreas, and skeletal muscles (male).",100,10,10,1,1,1,NA,"Rat","",NA,"","urinary tract","nonneoplastic histopathology","Both","","nonneoplastic histopathology",NA,NA,NA,NA,"",0.24,100
"Sulfosulfuron",141776321,"OPP","Chronic RfD (mg/kg/day)",0.24,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,141776-32-1","6/7/2007","No reference cited.","NOAEL",24,NA,NA,"urinary tract pathology, abnormal crystals and urinaly calculi (both sexes), mineralization in heart, lungs, pancreas, and skeletal muscles (male).",100,10,10,1,1,1,NA,"Rat","",NA,"","systemic","nonneoplastic histopathology","M","","nonneoplastic histopathology",NA,NA,NA,NA,"",0.24,100
"Sulfosulfuron",141776321,"OPP","Chronic RfD (mg/kg/day)",0.24,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,141776-32-1","6/7/2007","No reference cited.","NOAEL",24,NA,NA,"urinary tract pathology, abnormal crystals and urinaly calculi (both sexes), mineralization in heart, lungs, pancreas, and skeletal muscles (male).",100,10,10,1,1,1,NA,"Rat","",NA,"","lung","nonneoplastic histopathology","M","","nonneoplastic histopathology",NA,NA,NA,NA,"",0.24,100
"Sulfosulfuron",141776321,"OPP","Chronic RfD (mg/kg/day)",0.24,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,141776-32-1","6/7/2007","No reference cited.","NOAEL",24,NA,NA,"urinary tract pathology, abnormal crystals and urinaly calculi (both sexes), mineralization in heart, lungs, pancreas, and skeletal muscles (male).",100,10,10,1,1,1,NA,"Rat","",NA,"","heart","nonneoplastic histopathology","M","","nonneoplastic histopathology",NA,NA,NA,NA,"",0.24,100
"Sulfosulfuron",141776321,"OPP","Chronic RfD (mg/kg/day)",0.24,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,141776-32-1","6/7/2007","No reference cited.","NOAEL",24,NA,NA,"urinary tract pathology, abnormal crystals and urinaly calculi (both sexes), mineralization in heart, lungs, pancreas, and skeletal muscles (male).",100,10,10,1,1,1,NA,"Rat","",NA,"","pancreas","nonneoplastic histopathology","M","","nonneoplastic histopathology",NA,NA,NA,NA,"",0.24,100
"Sulfotep",3689245,"IRIS","RfD (mg/kg/day)",5e-04,"http://www.epa.gov/iris/subst/0330.htm","2/1/1995","Kimmerle, G. and O.R. Klimmer. 1974. Acute and subchronic toxicity of Sulfotep. Arch. Toxicol. 33(1): 1-16.","NOEL",0.5,NA,NA,"Depressed RBC and plasma cholinesterase activity",1000,10,10,10,1,1,NA,"Rat","Wistar",NA,"Oral diet","CNS","neurotransmitter","Both","Continuous","Depressed RBC and plasma cholinesterase activity",NA,NA,NA,NA,"",5e-04,1000
"Tebuconazole",107534963,"OPP","Chronic RfD (mg/kg/day)",0.029,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,107534-96-3","4/18/2008","MRID 45074301","LOAEL",8.8,NA,NA,"decreases in body weights, absolute brain weights, brain

measurements and motor activity in offspring",300,10,10,1,3,1,NA,"Rat","Sprague-Dawley",NA,"Oral diet","CNS","neurobehavior","Both","Continuous","changes in motor activity on days 14 (43% decrease in males [p<0.01], 24%

decrease in females [n.s.]) and 22 (39% increase in males [p<.05], 19% increase in females [n.s.]).  At 100 ppm, there were decreases in motor activity (on days 14 and 18 in males [28-35%]).",NA,NA,NA,NA,"",0.029,300
"Tebuconazole",107534963,"OPP","Chronic RfD (mg/kg/day)",0.029,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,107534-96-3","4/18/2008","MRID 45074301","LOAEL",8.8,NA,NA,"decreases in body weights, absolute brain weights, brain

measurements and motor activity in offspring",300,10,10,1,3,1,NA,"Rat","Sprague-Dawley",NA,"Oral diet","systemic","body weight","Both","","At 300 ppm, there were also decreases in body weight (3-7%) and body weight gain (4-16%, PND5-23 and 72-86 in males, PND5-51 in females).  At 100 ppm, there were decreases in body weight (3-7%) and body weight gain (5-13%) (PND 5-37 in

males, PND 5-51 in females).",NA,NA,NA,NA,"",0.029,300
"Tebuconazole",107534963,"OPP","Chronic RfD (mg/kg/day)",0.029,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,107534-96-3","4/18/2008","MRID 45074301","LOAEL",8.8,NA,NA,"decreases in body weights, absolute brain weights, brain

measurements and motor activity in offspring",300,10,10,1,3,1,NA,"Rat","Sprague-Dawley",NA,"Oral diet","brain","gross pathology","Both","","At 1000 ppm, decreased (p<0.01) thickness of the cerebellum in the males and females on day 12 (10-14%) and on day 83 (7-9%), and an increased thickness of the germinal layer of the cerebellar cortex in the Day 12 males (23%, p<0.01) was observed.  At 300 ppm, brain measurements (anterior/posterior cerebrum) were decreased.  At 100 ppm, a decreased in brain measurement (anterior/posterior cerebrum) was seen.",NA,NA,NA,NA,"",0.029,300
"Tebuconazole",107534963,"OPP","Chronic RfD (mg/kg/day)",0.029,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,107534-96-3","4/18/2008","MRID 45074301","LOAEL",8.8,NA,NA,"decreases in body weights, absolute brain weights, brain

measurements and motor activity in offspring",300,10,10,1,3,1,NA,"Rat","Sprague-Dawley",NA,"Oral diet","brain","organ weight","Both","","At 1000 ppm absolute brain weights were decreased 10-16% in the Day 12 and Day 83 animals, and relative (to body) brain weights were increased in the day 12 males and females (10-15%).  At 300 ppm, a decrease in absolute brain weight was observed in both sexes (3-4%) on day 12.  At 100 ppm, a decrease in absolute brain weight in both sexes on day 12 (4%, statistically significant for both sexes) was seen.",NA,NA,NA,NA,"",0.029,300
"Tebufenozide",112410238,"OPP","Chronic RfD (mg/kg/day)",0.018,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,112410-23-8","08/28/2008","MRID 42931203 (1992), 42931204 (1992)","NOAEL",1.8,NA,NA,"growth retardation, alterations in hematology parameters, changes in organ weights, and histopathological lesions in the bone, spleen, and liver",100,10,10,1,1,1,NA,"Dog","",NA,"Oral diet","spleen","nonneoplastic histopathology","Both","","histopathological lesions in spleen",NA,NA,NA,NA,"",0.018,100
"Tebufenozide",112410238,"OPP","Chronic RfD (mg/kg/day)",0.018,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,112410-23-8","08/28/2008","MRID 42931203 (1992), 42931204 (1992)","NOAEL",1.8,NA,NA,"growth retardation, alterations in hematology parameters, changes in organ weights, and histopathological lesions in the bone, spleen, and liver",100,10,10,1,1,1,NA,"Dog","",NA,"Oral diet","spleen","organ weight","Both","","changes in spleen weights",NA,NA,NA,NA,"",0.018,100
"Tebufenozide",112410238,"OPP","Chronic RfD (mg/kg/day)",0.018,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,112410-23-8","08/28/2008","MRID 42931203 (1992), 42931204 (1992)","NOAEL",1.8,NA,NA,"growth retardation, alterations in hematology parameters, changes in organ weights, and histopathological lesions in the bone, spleen, and liver",100,10,10,1,1,1,NA,"Dog","",NA,"Oral diet","blood","hematology","Both","","alterations in hematology parameters",NA,NA,NA,NA,"",0.018,100
"Tebufenozide",112410238,"OPP","Chronic RfD (mg/kg/day)",0.018,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,112410-23-8","08/28/2008","MRID 42931203 (1992), 42931204 (1992)","NOAEL",1.8,NA,NA,"growth retardation, alterations in hematology parameters, changes in organ weights, and histopathological lesions in the bone, spleen, and liver",100,10,10,1,1,1,NA,"Dog","",NA,"Oral diet","systemic","body weight","M","","growth retardation",NA,NA,NA,NA,"",0.018,100
"Tebufenozide",112410238,"OPP","Chronic RfD (mg/kg/day)",0.018,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,112410-23-8","08/28/2008","MRID 42931203 (1992), 42931204 (1992)","NOAEL",1.8,NA,NA,"growth retardation, alterations in hematology parameters, changes in organ weights, and histopathological lesions in the bone, spleen, and liver",100,10,10,1,1,1,NA,"Dog","",NA,"Oral diet","liver","organ weight","Both","","changes in liver weights",NA,NA,NA,NA,"",0.018,100
"Tebufenozide",112410238,"OPP","Chronic RfD (mg/kg/day)",0.018,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,112410-23-8","08/28/2008","MRID 42931203 (1992), 42931204 (1992)","NOAEL",1.8,NA,NA,"growth retardation, alterations in hematology parameters, changes in organ weights, and histopathological lesions in the bone, spleen, and liver",100,10,10,1,1,1,NA,"Dog","",NA,"Oral diet","liver","nonneoplastic histopathology","Both","","histopathological lesions in liver",NA,NA,NA,NA,"",0.018,100
"Tebufenozide",112410238,"OPP","Chronic RfD (mg/kg/day)",0.018,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,112410-23-8","08/28/2008","MRID 42931203 (1992), 42931204 (1992)","NOAEL",1.8,NA,NA,"growth retardation, alterations in hematology parameters, changes in organ weights, and histopathological lesions in the bone, spleen, and liver",100,10,10,1,1,1,NA,"Dog","",NA,"Oral diet","bone","nonneoplastic histopathology","Both","","histopathological lesions in the bone",NA,NA,NA,NA,"",0.018,100
"Tebuthiuron",34014181,"IRIS","RfD (mg/kg/day)",0.07,"http://www.epa.gov/iris/subst/0264.htm","7/1/1992","Elanco Products Company, Division of Eli Lilly and Company. 1981. MRID No. 00090108. HED Doc. No. 001459, 002160, 005822. Available from EPA. Write to FOI, EPA, Washington D.C. 20460.","NOEL",7,NA,NA,"Depressed body weight gain in F1 females",100,10,10,1,1,1,NA,"Rat","Wistar",NA,"Oral diet","systemic","body weight","F","Continuous","Depressed body weight gain in F1 females",NA,NA,NA,NA,"",0.07,100
"Tembotrione",335104842,"OPP","Chronic RfD (mg/kg/day)",4e-04,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,335104-84-2","09/2007","MRID 46695707: Kennel, P. (2005) Chronic Toxicity and Carcinogenicity Study of AE 0172747 in the Wistar Rat by Dietary Administration. Project Number: SA/02055. Unpublished study prepared by Bayer Cropscience. 2085 p.



MRID 46695708: Kennel, P. (2005) Chronic Toxicity and Carcinogenicity Study of AE 0172747 in the Male Wistar Rat by Dietary Administration. Project Number: SA/02400. Unpublished study prepared by Bayer Cropscience. 1818 p.","NOAEL",0.04,NA,NA,"ocular toxicity, body weight decreases, kidney toxicity, atrophy of the sciatic nerve, and changes in the clinical chemistry parameters",100,10,10,1,1,1,NA,"Rat","Wistar",NA,"Oral diet","PNS","nonneoplastic histopathology","Both","","atrophy of the sciatic nerve",NA,NA,NA,NA,"",4e-04,100
"Tembotrione",335104842,"OPP","Chronic RfD (mg/kg/day)",4e-04,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,335104-84-2","09/2007","MRID 46695707: Kennel, P. (2005) Chronic Toxicity and Carcinogenicity Study of AE 0172747 in the Wistar Rat by Dietary Administration. Project Number: SA/02055. Unpublished study prepared by Bayer Cropscience. 2085 p.



MRID 46695708: Kennel, P. (2005) Chronic Toxicity and Carcinogenicity Study of AE 0172747 in the Male Wistar Rat by Dietary Administration. Project Number: SA/02400. Unpublished study prepared by Bayer Cropscience. 1818 p.","NOAEL",0.04,NA,NA,"ocular toxicity, body weight decreases, kidney toxicity, atrophy of the sciatic nerve, and changes in the clinical chemistry parameters",100,10,10,1,1,1,NA,"Rat","Wistar",NA,"Oral diet","kidneys","organ weight","Both","","increased kidney weight, kidney to body weight and kidney to brain weight ratios",NA,NA,NA,NA,"",4e-04,100
"Tembotrione",335104842,"OPP","Chronic RfD (mg/kg/day)",4e-04,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,335104-84-2","09/2007","MRID 46695707: Kennel, P. (2005) Chronic Toxicity and Carcinogenicity Study of AE 0172747 in the Wistar Rat by Dietary Administration. Project Number: SA/02055. Unpublished study prepared by Bayer Cropscience. 2085 p.



MRID 46695708: Kennel, P. (2005) Chronic Toxicity and Carcinogenicity Study of AE 0172747 in the Male Wistar Rat by Dietary Administration. Project Number: SA/02400. Unpublished study prepared by Bayer Cropscience. 1818 p.","NOAEL",0.04,NA,NA,"ocular toxicity, body weight decreases, kidney toxicity, atrophy of the sciatic nerve, and changes in the clinical chemistry parameters",100,10,10,1,1,1,NA,"Rat","Wistar",NA,"Oral diet","kidneys","nonneoplastic histopathology","Both","","chronic nephropathy",NA,NA,NA,NA,"",4e-04,100
